user,platform,komentar,timestamp,sentimen,cleaned_komentar
lwidiastuti,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:05:13,negatif,gus miftah maaf sih
fpadmasari,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:51:50,negatif,sih udah lewat batas
cemani34,Instagram,biasa aja sih,2024-12-23 15:15:15,netral,aja sih
lutfan43,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:39:19,positif,ceramah tetep dapet relax aja guys
asitompul,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:20:17,positif,ceramah tetep dapet relax aja guys
emongriyanti,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:20:25,negatif,sih udah lewat batas
xrahimah,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:25:38,negatif,sih udah lewat batas
nainggolanjindra,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:27:19,netral,netral aja sih gw liat
kadriansyah,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:33:57,negatif,ga sopan bgt ngomong gitu
sihombinggading,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:30:31,netral,netral aja sih gw liat
farhunnisawasita,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:43:53,negatif,ga lucu nyakitin hati yg jual
aswani77,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:20:23,negatif,gus miftah maaf sih
okurniawan,Instagram,ceramah apaan malah ngehina,2024-12-23 15:59:23,negatif,ceramah ngehina
hasanhariyah,Instagram,ga tau mau bilang apa,2024-12-23 15:02:09,netral,ga tau bilang
laswiusada,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:04:15,positif,bener sih kadang netizen baper
nababandiana,Instagram,biasa aja sih,2024-12-23 15:47:36,netral,aja sih
asmiantosaefullah,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:53:09,negatif,ga lucu nyakitin hati yg jual
thamrinharjasa,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:40:23,positif,biar keras niat
huwais,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:16:42,positif,bener sih kadang netizen baper
galak50,Instagram,tergantung yg nonton juga sih,2024-12-23 15:34:02,netral,gantung yg nonton sih
jagaraga94,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:28:21,negatif,jual es teh jd insecure
shania19,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:26:03,positif,jujurly lucu banget sih
faridabaktianto,Instagram,hmm no comment deh,2024-12-23 15:02:23,netral,hmm no comment deh
pratiwilurhur,Instagram,ceramah apaan malah ngehina,2024-12-23 15:56:08,negatif,ceramah ngehina
hwaskita,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:05:21,positif,gw tuju sih ama omong gus
sihotangnabila,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:46:06,negatif,jual es teh jd insecure
fiswahyudi,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:39:24,positif,jujurly lucu banget sih
nasrullah18,Instagram,hmm no comment deh,2024-12-23 15:52:32,netral,hmm no comment deh
karimah63,Instagram,ceramah apaan malah ngehina,2024-12-23 15:35:44,negatif,ceramah ngehina
psafitri,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:15:42,negatif,ga sopan bgt ngomong gitu
legawawahyuni,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:29:44,netral,netral aja sih gw liat
nurainitasnim,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:04:03,positif,bener sih kadang netizen baper
yulianasamosir,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:54:26,negatif,ga sopan bgt ngomong gitu
limar20,Instagram,tergantung yg nonton juga sih,2024-12-23 15:21:38,netral,gantung yg nonton sih
maulanalutfan,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:09:58,negatif,sih udah lewat batas
elipuspita,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:49:02,negatif,ga sopan bgt ngomong gitu
jprasetyo,Instagram,biasa aja sih,2024-12-23 15:21:45,netral,aja sih
rachelmaheswara,Instagram,hmm no comment deh,2024-12-23 15:17:56,netral,hmm no comment deh
kemal95,Instagram,biasa aja sih,2024-12-23 15:16:46,netral,aja sih
uhasanah,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:04:11,negatif,sih udah lewat batas
wahyuniluhung,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:50:42,netral,gue liat ya udah ya
yusufhidayanto,Instagram,biasa aja sih,2024-12-23 15:15:24,netral,aja sih
gatot89,Instagram,ceramah apaan malah ngehina,2024-12-23 15:44:47,negatif,ceramah ngehina
nyanafirgantoro,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:40:39,negatif,ga lucu nyakitin hati yg jual
iswahyudijabal,Instagram,ceramah apaan malah ngehina,2024-12-23 15:15:43,negatif,ceramah ngehina
halimahzulfa,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:59:11,negatif,jual es teh jd insecure
simbolonmariadi,Instagram,hmm no comment deh,2024-12-23 15:16:26,netral,hmm no comment deh
cagakdabukke,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:50:21,negatif,ga sopan bgt ngomong gitu
kpranowo,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:29:01,negatif,jual es teh jd insecure
darimin15,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:04:31,negatif,ga lucu nyakitin hati yg jual
vwulandari,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:25:33,positif,jujurly lucu banget sih
salimah07,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:51:41,positif,biar keras niat
ajimin27,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:30:31,negatif,gus miftah maaf sih
sudiatibalidin,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:53:14,negatif,ga sopan bgt ngomong gitu
devipermadi,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:10:41,positif,bener sih kadang netizen baper
gangsa76,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:07:30,positif,ceramah tetep dapet relax aja guys
makuta60,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:38:23,netral,netral aja sih gw liat
shidayat,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:55:44,netral,netral aja sih gw liat
jailwibisono,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:32:53,netral,gue liat ya udah ya
upik20,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:29:52,negatif,ga lucu nyakitin hati yg jual
xwacana,Instagram,ceramah apaan malah ngehina,2024-12-23 15:48:19,negatif,ceramah ngehina
taufik44,Instagram,hmm no comment deh,2024-12-23 15:21:46,netral,hmm no comment deh
restu07,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:34:37,netral,netral aja sih gw liat
usman41,Instagram,hmm no comment deh,2024-12-23 15:54:44,netral,hmm no comment deh
umaynugroho,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:07:16,positif,ni gus emg aja laku
samosirkusuma,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:37:00,positif,ceramah tetep dapet relax aja guys
halimprayoga,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:53:40,positif,biar keras niat
waluyoulya,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:08:37,netral,netral aja sih gw liat
mangunsongmaryadi,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:14:50,negatif,sih udah lewat batas
queensaragih,Instagram,biasa aja sih,2024-12-23 15:34:23,netral,aja sih
yunitafujiati,Instagram,hmm no comment deh,2024-12-23 15:33:24,netral,hmm no comment deh
cahyanto20,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:57:29,netral,netral aja sih gw liat
puputhutagalung,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:41:02,negatif,sih udah lewat batas
sinagagamani,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:13:51,netral,gue liat ya udah ya
baktiadi68,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:58:36,negatif,ga lucu nyakitin hati yg jual
sudiatigilang,Instagram,ceramah apaan malah ngehina,2024-12-23 15:21:28,negatif,ceramah ngehina
indahardianto,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:09:02,negatif,ga lucu nyakitin hati yg jual
sakti62,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:00:04,negatif,gus miftah maaf sih
martana19,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:23:20,negatif,sih udah lewat batas
padmasariyulia,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:20:00,positif,jujurly lucu banget sih
cakrabuanasalahudin,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:58:34,positif,gw tuju sih ama omong gus
bagas88,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:56:29,netral,gue liat ya udah ya
puspasaridariati,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:56:42,positif,gw tuju sih ama omong gus
pangestutamba,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:49:44,positif,ni gus emg aja laku
damanikraditya,Instagram,biasa aja sih,2024-12-23 15:38:20,netral,aja sih
zwacana,Instagram,hmm no comment deh,2024-12-23 15:29:29,netral,hmm no comment deh
hpranowo,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:42:41,positif,ceramah tetep dapet relax aja guys
nainggolandaryani,Instagram,ceramah apaan malah ngehina,2024-12-23 15:04:03,negatif,ceramah ngehina
rpangestu,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:38:07,positif,gw tuju sih ama omong gus
dabukkejamalia,Instagram,tergantung yg nonton juga sih,2024-12-23 15:01:00,netral,gantung yg nonton sih
zprasetyo,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:04:33,negatif,ga sopan bgt ngomong gitu
slametprasetyo,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:51:04,positif,bener sih kadang netizen baper
hnashiruddin,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:47:12,positif,biar keras niat
oskarfirgantoro,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:12:10,negatif,gus miftah maaf sih
siregarbelinda,Instagram,biasa aja sih,2024-12-23 15:55:43,netral,aja sih
jakawastuti,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:46:54,positif,ni gus emg aja laku
fhassanah,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:14:18,negatif,ga sopan bgt ngomong gitu
bhariyah,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:40:42,positif,ni gus emg aja laku
mandasarihasan,Instagram,biasa aja sih,2024-12-23 15:22:09,netral,aja sih
vera23,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:00:19,negatif,ga lucu nyakitin hati yg jual
drajatmandala,Instagram,biasa aja sih,2024-12-23 15:10:32,netral,aja sih
kbudiyanto,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:55:06,positif,gw tuju sih ama omong gus
pjailani,Instagram,ceramah apaan malah ngehina,2024-12-23 15:35:27,negatif,ceramah ngehina
irawantugiman,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:02:03,netral,gue liat ya udah ya
darunawaluyo,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:52:40,positif,jujurly lucu banget sih
emong68,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:04:31,positif,biar keras niat
bpratiwi,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:54:11,positif,jujurly lucu banget sih
kamariasetiawan,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:18:27,netral,netral aja sih gw liat
taliahariyah,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:00:12,negatif,sih udah lewat batas
puspitaana,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:04:56,positif,jujurly lucu banget sih
lailasaridadi,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:24:44,negatif,jual es teh jd insecure
mnuraini,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:52:35,negatif,sih udah lewat batas
prajata,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:49:45,positif,jujurly lucu banget sih
yuliartiajimin,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:58:55,positif,jujurly lucu banget sih
faridaicha,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:12:58,positif,biar keras niat
dsiregar,Instagram,biasa aja sih,2024-12-23 15:33:03,netral,aja sih
januarbanawi,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:39:47,positif,ni gus emg aja laku
onovitasari,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:30:12,positif,jujurly lucu banget sih
radenmarbun,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:07:49,negatif,gus miftah maaf sih
halimyoga,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:19:18,negatif,sih udah lewat batas
mansurcawisadi,Instagram,biasa aja sih,2024-12-23 15:21:35,netral,aja sih
chelsea35,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:13:39,positif,jujurly lucu banget sih
iswahyudiluwar,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:36:15,negatif,ga lucu nyakitin hati yg jual
saadat15,Instagram,biasa aja sih,2024-12-23 15:21:35,netral,aja sih
lantar79,Instagram,ga tau mau bilang apa,2024-12-23 15:37:52,netral,ga tau bilang
msusanti,Instagram,ceramah apaan malah ngehina,2024-12-23 15:55:24,negatif,ceramah ngehina
harimurti74,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:12:32,positif,biar keras niat
nataliabudiman,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:44:55,positif,gw tuju sih ama omong gus
rini33,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:53:02,positif,ceramah tetep dapet relax aja guys
vino18,Instagram,biasa aja sih,2024-12-23 15:07:42,netral,aja sih
ynugroho,Instagram,biasa aja sih,2024-12-23 15:57:57,netral,aja sih
fujiatiyuliana,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:16:41,negatif,gus miftah maaf sih
respatihalim,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:31:04,positif,ni gus emg aja laku
prastutijanet,Instagram,hmm no comment deh,2024-12-23 15:36:19,netral,hmm no comment deh
glailasari,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:02:22,netral,gue liat ya udah ya
puspaprasetyo,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:47:57,positif,gw tuju sih ama omong gus
aryaniempluk,Instagram,tergantung yg nonton juga sih,2024-12-23 15:03:28,netral,gantung yg nonton sih
farah75,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:58:30,positif,gw tuju sih ama omong gus
unajmudin,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:32:06,negatif,ga lucu nyakitin hati yg jual
suryonomartani,Instagram,tergantung yg nonton juga sih,2024-12-23 15:21:22,netral,gantung yg nonton sih
prasetyo33,Instagram,ceramah apaan malah ngehina,2024-12-23 15:56:09,negatif,ceramah ngehina
hariyahmarsudi,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:37:40,negatif,gus miftah maaf sih
mutia61,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:37:44,positif,gw tuju sih ama omong gus
hakimerik,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:52:51,negatif,ga sopan bgt ngomong gitu
hzulaika,Instagram,ga tau mau bilang apa,2024-12-23 15:41:45,netral,ga tau bilang
adriansyahgamblang,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:37:14,negatif,ga sopan bgt ngomong gitu
siregarmaria,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:10:13,positif,biar keras niat
adityalestari,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:09:00,positif,bener sih kadang netizen baper
rahayumargana,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:07:40,positif,ceramah tetep dapet relax aja guys
kuswandarilalita,Instagram,ceramah apaan malah ngehina,2024-12-23 15:22:00,negatif,ceramah ngehina
sitompulnasrullah,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:01:18,negatif,jual es teh jd insecure
hana64,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:06:04,positif,jujurly lucu banget sih
tugiman98,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:29:31,netral,netral aja sih gw liat
baktianto24,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:39:55,positif,biar keras niat
putupradana,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:00:20,positif,biar keras niat
inamaga,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:58:33,negatif,sih udah lewat batas
gantarmarbun,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:01:16,positif,ni gus emg aja laku
zulaikavinsen,Instagram,ga tau mau bilang apa,2024-12-23 15:19:59,netral,ga tau bilang
wputra,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:36:56,negatif,jual es teh jd insecure
lzulkarnain,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:12:39,positif,biar keras niat
wahyunidina,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:24:03,negatif,ga sopan bgt ngomong gitu
tpurnawati,Instagram,biasa aja sih,2024-12-23 15:16:12,netral,aja sih
vnarpati,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:40:35,positif,bener sih kadang netizen baper
nurulsantoso,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:24:44,positif,jujurly lucu banget sih
amaheswara,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:17:17,positif,biar keras niat
siregarumay,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:22:43,netral,netral aja sih gw liat
tpratiwi,Instagram,tergantung yg nonton juga sih,2024-12-23 15:02:55,netral,gantung yg nonton sih
sitorusjaeman,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:05:20,positif,bener sih kadang netizen baper
rajasaedward,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:04:00,positif,gw tuju sih ama omong gus
agussirait,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:40:50,netral,netral aja sih gw liat
eman93,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:20:43,positif,bener sih kadang netizen baper
giswahyudi,Instagram,ceramah apaan malah ngehina,2024-12-23 15:37:06,negatif,ceramah ngehina
sihombingmakara,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:15:07,negatif,ga sopan bgt ngomong gitu
umaykuswandari,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:40:10,positif,ceramah tetep dapet relax aja guys
puyainah,Instagram,ceramah apaan malah ngehina,2024-12-23 15:12:16,negatif,ceramah ngehina
ibunanggriawan,Instagram,biasa aja sih,2024-12-23 15:25:35,netral,aja sih
onuraini,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:30:20,positif,ni gus emg aja laku
upermadi,Instagram,ga tau mau bilang apa,2024-12-23 15:42:57,netral,ga tau bilang
febisuryatmi,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:42:25,netral,gue liat ya udah ya
wibisonofebi,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:24:07,negatif,gus miftah maaf sih
gawatisitompul,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:42:04,positif,gw tuju sih ama omong gus
ukurniawan,Instagram,ceramah apaan malah ngehina,2024-12-23 15:02:38,negatif,ceramah ngehina
dacinsitumorang,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:57:38,positif,ni gus emg aja laku
pangesturatna,Instagram,hmm no comment deh,2024-12-23 15:06:21,netral,hmm no comment deh
manahwastuti,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:46:44,negatif,jual es teh jd insecure
thidayat,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:48:57,positif,jujurly lucu banget sih
mandalaadiarja,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:01:36,negatif,ga sopan bgt ngomong gitu
