user,platform,komentar,timestamp,sentimen
mnugroho,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:24:39,netral
wawan71,Instagram,ga tau mau bilang apa,2024-12-23 15:02:22,netral
vino77,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:10:23,netral
lrajata,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:38:42,positif
suwarnokardi,Instagram,ceramah apaan malah ngehina,2024-12-23 15:17:38,negatif
fsalahudin,Instagram,hmm no comment deh,2024-12-23 15:28:03,netral
mahendraikin,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:27:29,positif
marsudi39,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:28:25,positif
mahmud48,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:37:47,negatif
maryadiharimurti,Instagram,tergantung yg nonton juga sih,2024-12-23 15:06:10,netral
vickywaskita,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:58:49,positif
dsimbolon,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:19:57,positif
yaninurdiyanti,Instagram,hmm no comment deh,2024-12-23 15:43:31,netral
hasimnainggolan,Instagram,tergantung yg nonton juga sih,2024-12-23 15:26:12,netral
hardiansyahprabowo,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:40:37,positif
baktiono72,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:14:18,negatif
farahsiregar,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:05:06,negatif
xmangunsong,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:09:53,negatif
thalim,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:28:56,positif
wastuti,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:20:30,netral
indahrajata,Instagram,ceramah apaan malah ngehina,2024-12-23 15:45:06,negatif
jfarida,Instagram,hmm no comment deh,2024-12-23 15:26:48,netral
galarmaheswara,Instagram,hmm no comment deh,2024-12-23 15:48:44,netral
pratamalamar,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:49:34,positif
asmuni67,Instagram,ceramah apaan malah ngehina,2024-12-23 15:27:12,negatif
mursitahalimah,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:53:41,positif
koko07,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:07:24,negatif
legasimanjuntak,Instagram,ceramah apaan malah ngehina,2024-12-23 15:57:43,negatif
usadaida,Instagram,hmm no comment deh,2024-12-23 15:22:48,netral
kuntharathamrin,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:52:09,positif
dadi24,Instagram,ceramah apaan malah ngehina,2024-12-23 15:15:24,negatif
balapatisuartini,Instagram,tergantung yg nonton juga sih,2024-12-23 15:41:01,netral
milasitompul,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:02:09,positif
nashiruddinviktor,Instagram,ga tau mau bilang apa,2024-12-23 15:57:44,netral
qsamosir,Instagram,hmm no comment deh,2024-12-23 15:41:58,netral
dabukkehani,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:28:09,negatif
viktor68,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:31:13,positif
budimanzaenab,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:06:36,negatif
mangunsongkiandra,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:27:56,positif
wahyunilembah,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:27:13,negatif
cmarbun,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:19:03,positif
emandala,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:05:05,netral
usadareza,Instagram,tergantung yg nonton juga sih,2024-12-23 15:51:34,netral
jaeman04,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:20:22,positif
prasetyo12,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:05:20,positif
pangestucagak,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:44:06,positif
panduprabowo,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:59:01,positif
zwaluyo,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:12:23,positif
wpangestu,Instagram,tergantung yg nonton juga sih,2024-12-23 15:07:50,netral
lembah03,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:41:12,negatif
rahmi93,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:36:41,positif
heryanto30,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:02:46,positif
sakurasuryatmi,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:42:16,positif
ajengsamosir,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:27:31,negatif
gamantosihotang,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:25:32,positif
januarhairyanto,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:49:10,positif
gatra28,Instagram,ceramah apaan malah ngehina,2024-12-23 15:47:34,negatif
vicky37,Instagram,hmm no comment deh,2024-12-23 15:58:42,netral
purwadijanuar,Instagram,ceramah apaan malah ngehina,2024-12-23 15:58:31,negatif
tambafarhunnisa,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:02:14,negatif
gunartoprayoga,Instagram,ceramah apaan malah ngehina,2024-12-23 15:17:55,negatif
marpaungjaiman,Instagram,ceramah apaan malah ngehina,2024-12-23 15:43:30,negatif
karenkusmawati,Instagram,ceramah apaan malah ngehina,2024-12-23 15:30:32,negatif
ayugunawan,Instagram,biasa aja sih,2024-12-23 15:08:27,netral
dirjapratama,Instagram,biasa aja sih,2024-12-23 15:07:17,netral
agnes37,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:44:15,negatif
nataliahabibi,Instagram,biasa aja sih,2024-12-23 15:12:08,netral
teddysitompul,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:00:58,positif
yani75,Instagram,biasa aja sih,2024-12-23 15:30:09,netral
karimansaefullah,Instagram,tergantung yg nonton juga sih,2024-12-23 15:53:07,netral
lwaskita,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:07:25,netral
labuhjanuar,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:23:17,netral
irianawasita,Instagram,tergantung yg nonton juga sih,2024-12-23 15:27:27,netral
setyasaputra,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:12:46,negatif
galak82,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:05:52,negatif
jprasasta,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:41:00,negatif
nurdiyantigarda,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:15:03,positif
sabri47,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:02:00,positif
gandimelani,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:09:50,negatif
qnuraini,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:59:41,netral
suartiniindra,Instagram,tergantung yg nonton juga sih,2024-12-23 15:42:23,netral
dwacana,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:11:22,negatif
banawitarihoran,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:02:47,negatif
agustinakarimah,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:34:58,positif
yuniaremin,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:34:17,negatif
marwata84,Instagram,ceramah apaan malah ngehina,2024-12-23 15:37:21,negatif
gaimandongoran,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:47:29,negatif
catur14,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:51:00,positif
tkurniawan,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:27:56,positif
wijayantisakti,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:02:46,positif
prasetyazaenab,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:32:13,positif
yunimarbun,Instagram,ga tau mau bilang apa,2024-12-23 15:11:42,netral
harsanto94,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:46:53,netral
psetiawan,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:47:01,negatif
cemeti33,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:54:15,negatif
ozyrahmawati,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:54:12,negatif
rahmawatijelita,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:00:26,positif
yuliartiraden,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:39:50,netral
yuniarsaka,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:24:55,negatif
prastutitirta,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:27:01,positif
restuprakasa,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:39:23,positif
ajeng17,Instagram,hmm no comment deh,2024-12-23 15:49:41,netral
fandriani,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:01:49,negatif
osetiawan,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:47:32,positif
bmansur,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:56:00,positif
kusumarahmawati,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:25:36,positif
rizki92,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:50:02,negatif
zhandayani,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:23:04,negatif
blazuardi,Instagram,ga tau mau bilang apa,2024-12-23 15:45:42,netral
nadiawaskita,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:17:16,negatif
putrajamalia,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:31:03,positif
aryaniridwan,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:22:02,positif
laraspranowo,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:50:44,netral
zhutagalung,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:29:37,positif
oktavianinova,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:56:11,positif
glestari,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:41:03,negatif
umayahidayanto,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:53:28,positif
mhalim,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:38:12,negatif
ellasuwarno,Instagram,ceramah apaan malah ngehina,2024-12-23 15:07:18,negatif
yulianamustofa,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:08:15,positif
maryadiraden,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:37:43,negatif
melanigading,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:06:05,positif
nuyainah,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:57:12,positif
gandimanullang,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:20:12,netral
kkuswoyo,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:51:57,negatif
keisha44,Instagram,ceramah apaan malah ngehina,2024-12-23 15:05:35,negatif
jaeman11,Instagram,tergantung yg nonton juga sih,2024-12-23 15:02:11,netral
dian36,Instagram,ceramah apaan malah ngehina,2024-12-23 15:27:52,negatif
yuliantisilvia,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:25:34,positif
qpradipta,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:57:39,positif
jnovitasari,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:04:45,netral
emilsaefullah,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:49:51,negatif
harjayawijayanti,Instagram,ceramah apaan malah ngehina,2024-12-23 15:08:09,negatif
fujiatiadhiarja,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:56:00,positif
saragihjagaraga,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:47:26,positif
tambarusman,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:37:23,positif
eva78,Instagram,tergantung yg nonton juga sih,2024-12-23 15:08:02,netral
asirait,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:48:53,negatif
marbunzalindra,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:42:03,netral
tirapratiwi,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:56:03,positif
maryanto99,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:52:45,positif
psihombing,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:45:56,positif
nasyidahwasis,Instagram,ga tau mau bilang apa,2024-12-23 15:12:55,netral
andrianilurhur,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:28:25,positif
cutama,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:31:26,positif
prasastanasrullah,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:05:40,negatif
jati83,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:02:23,positif
sagustina,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:16:06,negatif
hardana35,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:24:47,positif
riyantisabar,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:09:34,positif
mayasaricalista,Instagram,hmm no comment deh,2024-12-23 15:38:31,netral
intanfirmansyah,Instagram,hmm no comment deh,2024-12-23 15:31:04,netral
prayitnasuryatmi,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:02:31,negatif
cmaryati,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:10:44,negatif
victoriawaluyo,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:39:00,netral
htamba,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:18:40,positif
hardana31,Instagram,ga tau mau bilang apa,2024-12-23 15:00:22,netral
jane34,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:45:06,positif
artalaksita,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:28:13,positif
kamilalailasari,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:56:39,positif
darmanto44,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:20:54,negatif
enuraini,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:48:47,positif
pwastuti,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:24:47,negatif
ganda46,Instagram,ceramah apaan malah ngehina,2024-12-23 15:34:35,negatif
aswanisaragih,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:53:40,netral
fhasanah,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:32:30,positif
makutasiregar,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:34:20,negatif
lembahgunawan,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:16:30,positif
purwamarpaung,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:16:24,negatif
sidiqpranowo,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:01:53,positif
anggriawantomi,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:34:44,positif
wira92,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:23:02,negatif
firmansyahrachel,Instagram,ceramah apaan malah ngehina,2024-12-23 15:52:52,negatif
zaenabmandasari,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:08:06,positif
megantarairiana,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:30:33,netral
endahardianto,Instagram,hmm no comment deh,2024-12-23 15:10:31,netral
firgantoroempluk,Instagram,ga tau mau bilang apa,2024-12-23 15:56:36,netral
nhutasoit,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:09:59,positif
yuniarkamaria,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:11:44,positif
rpalastri,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:50:17,positif
puspitaemas,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:30:45,negatif
unugroho,Instagram,tergantung yg nonton juga sih,2024-12-23 15:26:20,netral
fpuspita,Instagram,ga tau mau bilang apa,2024-12-23 15:19:59,netral
hafshahnugroho,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:56:21,positif
citra21,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:15:55,positif
yuliarticici,Instagram,ceramah apaan malah ngehina,2024-12-23 15:59:37,negatif
hassanahkenes,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:53:18,netral
emilmulyani,Instagram,hmm no comment deh,2024-12-23 15:53:37,netral
kuswandariyuliana,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:08:45,negatif
pratamahafshah,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:08:54,positif
busada,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:27:37,negatif
wagemardhiyah,Instagram,biasa aja sih,2024-12-23 15:01:05,netral
oskar23,Instagram,biasa aja sih,2024-12-23 15:32:06,netral
sinagasalimah,Instagram,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:12:58,positif
hartodamanik,Instagram,biasa aja sih,2024-12-23 15:48:01,netral
bagas29,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:16:48,negatif
cpratama,Instagram,biasa aja sih,2024-12-23 15:18:00,netral
pmaryadi,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:47:11,positif
hamima19,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:48:38,netral
wartasuwarno,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:41:42,negatif
tantri20,Instagram,hmm no comment deh,2024-12-23 15:14:42,netral
damartarihoran,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:31:38,positif
thidayanto,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:17:24,negatif
yulia74,Instagram,hmm no comment deh,2024-12-23 15:48:58,netral
jarwadi14,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:37:06,positif
radityahariyah,Instagram,waduh ini sih udah kelewat batas,2024-12-23 15:28:32,negatif
haryantoanita,Instagram,ceramah apaan malah ngehina,2024-12-23 15:15:17,negatif
garang50,Instagram,tergantung yg nonton juga sih,2024-12-23 15:47:50,netral
lidya75,Instagram,jujurly lucu banget sih ini 😭,2024-12-23 15:44:02,positif
catur32,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:44:44,negatif
widodokiandra,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:58:11,negatif
latuponoprabu,Instagram,ga tau mau bilang apa,2024-12-23 15:24:57,netral
bagya54,Instagram,tergantung yg nonton juga sih,2024-12-23 15:38:00,netral
kardi74,Instagram,biasa aja sih,2024-12-23 15:35:25,netral
rina88,Instagram,biar agak keras tapi niatnya baik kok,2024-12-23 15:40:17,positif
hanggriawan,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:33:59,negatif
mursita98,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:31:04,negatif
marwata95,Instagram,tergantung yg nonton juga sih,2024-12-23 15:17:55,netral
dabukkesabar,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:45:34,netral
pradiptaluwar,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:37:06,negatif
mahdi54,Instagram,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:09:00,positif
nainggolanbahuwarna,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:21:01,netral
nrahayu,Instagram,tergantung yg nonton juga sih,2024-12-23 15:54:12,netral
yance46,Instagram,biasa aja sih,2024-12-23 15:41:21,netral
putri43,Instagram,hmm no comment deh,2024-12-23 15:22:14,netral
zahra79,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:54:04,negatif
asuryatmi,Instagram,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:22:13,negatif
wulandaridarmana,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:50:30,negatif
erikyulianti,Instagram,masih netral aja sih gw liatnya,2024-12-23 15:25:37,netral
damanikbalamantri,Instagram,ga sopan bgt ngomong gitu,2024-12-23 15:30:11,negatif
snatsir,Instagram,gw setuju sih ama omongannya gus,2024-12-23 15:33:31,positif
atmatarihoran,Instagram,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:42:24,positif
cemani45,Instagram,gue liat ini ya udah lah ya,2024-12-23 15:00:39,netral
swijayanti,Instagram,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:01:22,negatif
fjailani,Instagram,gus miftah harus minta maaf sih ini,2024-12-23 15:15:42,negatif
wibowocarla,Instagram,biasa aja sih,2024-12-23 15:26:46,netral
